k_numbers,imdrf_codes,count
K062058,A090809,118
K062058,,296
K062058,A26,5
K062058,E2401,5
K062058,F24,5
K062058,A090810,34
K062058,A020503,15
K062058,A0401,1
K062058,A020102,1
K062058,A090405,1
K062058,A140302,1
K062058,A2303,5
K062058,A1205,1
K062058,A090201,2
K093663,A2103,2
K093663,A180104,1
K063177,,1
K071079,A180103,3
K884552,A0401,7
K012842,A140801,182
K012842,A1408,12
K012842,A020102,12
K012842,,15
K012842,A141101,12
K012842,A0401,3
K012842,A1906,1
K012842,A051201,1
K982215,A1203,3
K982215,A1407,2
K982215,A140801,6
K982215,A090201,1
K170784,A020102,1
K094021,,48
K094021,A051201,6
K094021,A020602,18
K094021,A040103,12
K094021,A040101,6
K094021,A191002,6
K162449,A10,20
K162449,A0708,5
K162449,A0501,5
K162449,A040101,5
K133821,A24,6
K133821,,3
K133821,A0401,2
K133821,A090201,2
K133821,A0404,1
K970727,A24,38
K970727,,6
K970727,A2301,1
K970727,A030205,1
K970727,A020602,1
K043223,A0406,1
K043223,A1702,12
K043223,A040507,1
K043223,A0401,1
K043223,A040609,1
K043223,A0506,1
K043223,A150207,1
K974899,A1009,2
K111740,A2305,1
K123767,A0401,4
K123767,,4
K123767,A24,4
K123767,A040101,4
K151312,A040101,1
K091321,,4
K091321,A24,2
K043048,,11
K051188,A27,12
K051188,F28,12
K051188,A26,48
K051188,E2401,48
K051188,F24,48
K051188,A020102,12
K051188,,36
K051188,A24,12
K051195,A26,28
K051195,E2401,28
K051195,F24,28
K051195,A020102,24
K051195,A0104,38
K051195,A24,26
K051195,A0205,14
K130498,,3
K083270,A23,1
K083270,,2
K083270,A24,1
K083270,A150203,1
K941153,A180104,1
K103658,A1205,1
K103658,A1503,2
K103658,,30
K103658,A150204,5
K103658,A0511,2
K103658,A0401,1
K103658,A05,1
K103658,A150303,1
K955869,A180104,41
K955869,A0902,70
K955869,A1406,11
K955869,A1802,3
K955869,A0502,5
K955869,A090206,3
K955869,A090811,16
K955869,,32
K955869,A090805,6
K955869,A020503,3
K955869,A0401,3
K955869,A0204,5
K955869,A1401,3
K955869,A0205,2
K955869,A0412,1
K955869,A1801,1
K955869,A04,1
K955869,A020701,1
K955869,A0509,1
K955869,A0501,2
K955869,A020501,1
K955869,A160502,2
K955869,A141101,2
K955869,A051104,1
K955869,A0406,1
K955869,A040101,1
K955869,A2101,1
K023376,A2305,3
K060300,A24,4
K060300,A050301,1
K060300,,10
K060300,A27,8
K060300,F28,8
K060300,A0104,4
K060300,A05,1
K060300,A1408,1
K060300,A0504,2
K060300,A1411,1
K091956,A051207,60
K091956,A1001,2
K091956,A27,56
K091956,F28,56
K091956,A1205,20
K091956,A24,26
K091956,A040101,4
K091956,A040507,6
K091956,A051201,4
K091956,A0103,2
K091956,A051204,2
K091956,A26,10
K091956,E2401,10
K091956,F24,10
K091956,,6
K091956,A050701,2
K091956,A2101,2
K121393,A051201,6
K121393,A040101,1
K083782,A040101,1
K113550,A040101,4
K113550,A051207,4
K933785,A150206,5
K933785,A24,37
K933785,,15
K933785,A051207,10
K933785,A0104,5
K933785,A26,6
K933785,E2401,6
K933785,F24,6
K023211,,5
K080108,A0411,1
K041584,A010402,2
K983365,A040103,1
K070984,,3
K070984,A090807,5
K070984,A0907,5
K070984,A090808,4
K070984,A08,1
K070984,A090201,6
K070984,A0708,1
K070236,A051201,2
K070236,A26,2
K070236,E2401,2
K070236,F24,2
K022536,,8
K935958,,2
K935958,A0404,1
K130867,A1601,6
K130867,A0404,2
K130867,,6
K130867,A1007,2
K130867,A0402,2
K102588,A1502,1
K102588,A020602,2
K102588,A191003,1
K102588,A26,15
K102588,E2401,15
K102588,F24,15
K102588,A24,21
K102588,A0401,9
K102588,A090201,1
K102588,A020102,5
K102588,A25,5
K102588,A020503,2
K102588,A27,2
K102588,F28,2
K102588,A150205,3
K102588,,9
K102588,A1406,1
K102588,A150207,1
K102588,A0405,2
K102588,A10,1
K102588,A2303,1
K102588,A040101,1
K031161,A150208,4
K031161,,4
K031161,A0401,8
K031161,A090208,2
K031161,A07,2
K031161,A0507,2
K031161,A150207,2
K113213,A13,1
K113213,,23
K113213,A0201,1
K113213,A040506,1
K113213,A090201,5
K113213,A24,2
K113213,A0401,30
K113213,A090801,2
K113213,A26,6
K113213,E2401,6
K113213,F24,6
K113213,A150207,5
K113213,A072001,3
K113213,A150208,3
K113213,A0712,1
K113213,A051204,1
K113213,A1901,1
K113213,A0404,1
K113213,A1502,4
K113213,A1401,1
K113213,A2303,1
K113213,A05,3
K113213,A1801,1
K113213,A150202,1
K113213,A051101,1
K113213,A090204,1
K113213,A0413,1
K113213,A1205,1
K113213,A090202,1
K002333,A090201,4
K002333,,8
K002333,A180104,2
K002333,A0401,10
K002333,A27,2
K002333,F28,2
K002333,A150208,6
K002333,A170101,8
K002333,A26,4
K002333,E2401,4
K002333,F24,4
K002333,A1301,4
K002333,A070908,2
K002333,A051101,2
K002333,A090206,2
K122462,A0401,1
K122462,A2303,1
K122462,,2
K122462,A0406,1
K070266,A24,1
K032676,A020701,15
K032676,,183
K032676,A0504,95
K032676,A051204,5
K032676,A0401,15
K032676,A1406,18
K032676,A26,10
K032676,E2401,10
K032676,F24,10
K032676,A1701,10
K032676,A0404,15
K032676,A1901,6
K032676,A1205,5
K032676,A0201,5
K032676,A040609,5
K032676,A04,5
K923945,A0401,1
K091697,A0401,6
K091697,A020102,5
K091697,A07,1
K091697,,2
K091697,A051104,2
K931962,,24
K931962,A0401,2
K931962,A0501,2
K931962,A051201,1
K092684,A2303,10
K092684,A1803,9
K092684,,7
K092684,A040103,7
K092684,A0401,14
K092684,A040605,1
K092684,A04,1
K092684,A0507,1
K092684,A0411,1
K122461,A0401,1
K122461,A180104,7
K122461,A150201,2
K122461,A24,4
K122461,,6
K122461,A150207,1
K122461,A150208,1
K122461,A180303,1
K122461,A18,1
K122461,A0501,1
K892265,A040609,1
K892265,A0909,1
K892265,A26,5
K892265,E2401,5
K892265,F24,5
K892265,,6
K892265,A24,3
K892265,A2303,2
K892265,A051205,1
K892265,A1401,1
K892265,A072001,1
K892265,A150205,1
K090898,A26,2
K090898,E2401,2
K090898,F24,2
K090898,A24,1
K130602,A150208,1
K130602,,1
K130602,A0401,3
K142907,A27,2
K142907,F28,2
K912492,,49
K912492,A0401,15
K912492,A05,3
K912492,A150102,4
K912492,A050501,1
K912492,A0501,1
K912492,A26,1
K912492,E2401,1
K912492,F24,1
K912492,A070803,2
K912492,A180104,1
K912492,A150104,6
K912492,A0408,1
K912492,A0406,3
K912492,A071801,1
K912492,A0203,1
K133272,,1
K122436,A0203,15
K060096,A040103,59
K060096,A0401,45
K060096,,18
K060096,A0504,2
K060096,A040101,5
K060096,A24,2
K060096,A020602,1
K060096,A040610,2
K060096,A0404,1
K060096,A0411,1
K060096,A2101,1
K060096,A0406,1
K060096,A0413,2
K060096,A180104,1
K060096,A26,1
K060096,E2401,1
K060096,F24,1
K162059,A2303,1
K925079,A0401,12
K925079,A150207,2
K925079,,2
K102839,A2303,1
K102839,A150207,1
K102839,,1
K102839,A0401,1
K102839,A0411,1
K090902,A180104,1
K090902,A0401,1
K030512,,10
K030512,A0402,1
K030512,A051104,4
K030512,A0504,2
K030512,A0401,1
K030512,A140801,2
K030512,A0510,1
K030512,A14,1
K030512,A140507,3
K030512,A1405,1
K030512,A1403,1
K060051,A0401,9
K060051,A040103,4
K962173,A0504,2
K962173,,6
K962173,A1406,2
K962173,A0402,1
K962173,A141103,1
K962173,A1208,1
K962173,A0406,1
K962173,A1401,4
K122531,A150208,1
K122531,A1401,3
K122531,A140509,1
K122531,,2
K122531,A0401,1
K122531,A1405,1
K122531,A010103,1
K092789,A1009,4
K092789,,9
K092789,A23,1
K092789,A0401,2
K092789,A07,1
K092789,A040610,1
K072674,A0401,17
K072674,,6
K072674,A040103,5
K072674,A051201,1
K072674,A0510,2
K072674,A26,1
K072674,E2401,1
K072674,F24,1
K072674,A0506,4
K072674,A0413,1
K072674,A0404,1
K072674,A24,1
K014158,,1
K093279,A1203,1
K093279,,1
K083194,,4
K083194,A1910,3
K041795,,45
K041795,A0401,119
K041795,A0509,2
K041795,A040103,67
K041795,A040605,1
K041795,A0406,1
K041795,A051207,1
K041795,A040101,15
K041795,A0501,13
K041795,A24,11
K041795,A040601,2
K041795,A180104,2
K041795,A0207,1
K041795,A23,2
K041795,A1502,1
K041795,A1205,1
K041795,A05,1
K041795,A0413,3
K041795,A0404,1
K041795,A190601,1
K041795,A040609,1
K041795,A040508,1
K041795,A1801,1
K083638,A040103,86
K083638,A24,7
K083638,A0401,22
K083638,A0501,15
K083638,,25
K083638,A040101,14
K083638,A0507,1
K083638,A0510,1
K083638,A180104,2
K083638,A1406,2
K083638,A0509,1
K083638,A150206,1
K083638,A0413,2
K083638,A150207,1
K083638,A0504,1
K083638,A1401,1
K083638,A230501,1
K914088,A1406,6
K914088,A1203,3
K914088,A0504,2
K914088,A0512,1
K914088,,4
K914088,A040101,3
K914088,A1411,1
K083641,A0401,3
K083641,,6
K083641,A1406,1
K160454,,12
K160454,A150207,4
K160454,A150203,14
K160454,A051104,60
K160454,A05,2
K160454,A0506,6
K160454,A23,4
K160454,A0401,2
K160454,A24,4
K160454,A150201,2
K080753,A1205,2
K080753,,4
K073123,A0510,1
K073123,A040101,2
K063644,A26,1
K063644,E2401,1
K063644,F24,1
K090872,A040101,1
K011236,,226
K011236,A050502,121
K011236,A051204,4
K011236,A040102,2
K011236,A050704,184
K011236,A010401,3
K011236,A1205,3
K011236,A050701,3
K011236,A1406,1
K011236,A0506,14
K011236,A0406,11
K011236,A1502,1
K011236,A0507,11
K011236,A051104,4
K011236,A27,1
K011236,F28,1
K011236,A050302,15
K011236,A05,6
K011236,A070602,1
K011236,A24,1
K011236,A0510,5
K011236,A180104,1
K011236,A1102,2
K011236,A04,4
K011236,A2201,1
K011236,A040602,5
K011236,A150201,4
K011236,A150204,2
K011236,A0401,2
K011236,A150207,2
K011236,A050501,4
K011236,A1001,1
K011236,A040103,2
K011236,A150103,1
K011236,A050702,1
K011236,A140902,1
K011236,A26,1
K011236,E2401,1
K011236,F24,1
K011236,A0413,1
K011236,A2101,1
K124004,,13
K124004,A0401,15
K124004,A0406,2
K124004,A0502,2
K124004,A140901,3
K124004,A05,1
K112507,A0401,39
K112507,A27,10
K112507,F28,10
K112507,A040101,23
K112507,A26,2
K112507,E2401,2
K112507,F24,2
K112507,A150207,2
K112507,A230501,2
K112507,A11,3
K112507,A1502,1
K121064,,10
K121064,A0401,64
K121064,A040103,20
K183605,A23,113
K183605,A1205,3
K100006,A0205,2
K990090,,3
K990090,A0401,16
K990090,A040102,1
K990090,A0205,1
K990090,A0501,1
K153345,A0401,2
K122267,A04,448
K122267,A140502,4
K103625,A090206,2
K081440,A0504,5
K081440,A1406,1
K081440,A0203,1
K142298,A0504,1
K142298,,1
K182104,A0803,3
K182104,A04,4
K182104,A05,2
K171267,A23,10
K171267,A04,31
K171267,A0803,9
K171267,A0709,5
K171267,A0506,4
K171267,A05,3
K171267,A040609,1
K143752,A180306,42
K143752,A180102,14
K143752,A05,12
K143752,A0404,12
K143752,A051204,8
K143752,A040101,6
K143752,A150206,2
K143752,,16
K143752,A0501,4
K143752,A150201,2
K143752,A040605,2
K143752,A1803,2
K143752,A150303,2
K143752,A26,2
K143752,E2401,2
K143752,F24,2
K143752,A0504,4
K143752,A051208,2
K131425,A04,210
K131425,A0401,14
K131425,A23,24
K131425,A0803,10
K131425,A24,4
K131425,A0506,4
K131425,A0512,2
K131425,A0709,2
K131425,A27,1
K131425,F28,1
K131425,A150207,1
K131425,A050701,1
K131425,A09,3
K131425,A0406,3
K131425,A0405,1
K131425,A0902,1
K131425,A05,2
K170593,A0401,2
K170593,A0501,3
K170581,A0404,1
K081867,A26,5
K081867,E2401,5
K081867,F24,5
K081867,A0401,15
K081867,A020602,1
K122326,A09,4
K122326,A2305,2
K122326,A24,2
K122326,A040103,2
K070049,,9
K864102,A26,12
K864102,E2401,12
K864102,F24,12
K864102,A050704,132
K864102,,63
K864102,A0406,21
K864102,A051104,9
K864102,A0507,12
K864102,A050302,9
K864102,A050502,27
K864102,A150201,6
K864102,A051204,6
K864102,A0504,18
K864102,A150103,3
K864102,A0401,6
K864102,A05,6
K864102,A0506,3
K864102,A150204,3
K864102,A1205,3
K864102,A0510,3
K864102,A0201,3
K864102,A24,3
K830503,A051104,3
K041874,,1
K131703,,1
K092686,A05,2
K092686,A0401,2
K092686,,8
K092686,A1601,5
K092686,A0504,2
K092686,A090810,1
K895181,,1
K972846,A072201,2
K972846,A020503,2
K112477,,76
K112477,A041001,38
K123196,,112
K123196,A0406,28
K123196,A24,28
K100169,A26,1
K100169,E2401,1
K100169,F24,1
K994105,A1203,2
K994105,A0504,1
K994105,A26,1
K994105,E2401,1
K994105,F24,1
K000073,A24,3
K000073,A10,2
K000073,A0405,1
K000073,A010103,1
K000073,A26,2
K000073,E2401,2
K000073,F24,2
K050084,A0401,81
K050084,A0504,13
K050084,A0413,43
K050084,A25,2
K050084,A0407,13
K050084,A24,4
K050084,A040503,10
K050084,A0411,1
K050084,A0501,2
K050084,A1004,2
K050084,A0203,1
K050084,A040101,2
K050084,,2
K050084,A0404,2
K050084,A040502,1
K101589,,8
K101589,A26,2
K101589,E2401,2
K101589,F24,2
K101589,A25,6
K161602,A0709,6
K161602,A1005,1
K161602,A040609,1
K161602,A0721,1
K161602,A140508,2
K161602,A020602,1
K161602,A040103,1
K161602,A1004,1
K161602,A1003,2
K161602,A1104,1
K152266,,1
K842648,A0206,26
K842648,A040103,16
K842648,A1802,64
K842648,A0702,26
K842648,A0401,65
K842648,A041001,26
K842648,A0413,13
K842648,,65
K842648,A0203,13
K842648,A020602,13
K842648,A180104,14
K842648,A24,13
K842648,A18,13
K842648,A04,14
K842648,A0404,29
K842648,A1007,13
K842648,A1801,27
K842648,A26,13
K842648,E2401,13
K842648,F24,13
K842648,A07,10
K880961,A050702,1
K991576,A24,3
K991576,A180102,1
K051496,A020701,2
K051496,,2
K051496,A040102,3
K051496,A18,1
K051496,A1801,1
K091324,,216
K091324,A040101,36
K091324,A090206,18
K091324,A1205,12
K091324,A150207,12
K091324,A0504,42
K091324,A0404,18
K091324,A0413,6
K091324,A0401,96
K091324,A020701,6
K091324,A180104,24
K091324,A0104,6
K091324,A020602,6
K091324,A26,24
K091324,E2401,24
K091324,F24,24
K091324,A180305,6
K091324,A24,12
K091324,A180102,6
K091324,A040103,6
K091324,A040609,12
K091324,A040605,6
K091324,A0410,6
K091324,A180303,24
K091324,A1203,6
K091324,A150202,24
K091324,A23,12
K091324,A0101,18
K091324,A0406,12
K091324,A041001,6
K091324,A04,6
K091324,A150208,6
K091324,A0902,6
K091324,A150206,6
K091324,A27,6
K091324,F28,6
K091324,A040506,6
K131038,A0104,12
K091261,A0401,5
K112896,A140901,28
K160925,,3
K061289,A0413,11
K940593,A0401,4
K940593,,31
K940593,A0404,6
K940593,A150201,1
K940593,A150208,1
K940593,A150206,1
K940593,A0415,1
K940593,A0402,1
K940593,A27,4
K940593,F28,4
K940593,A04,1
K940593,A0502,5
K940593,A0511,1
K940593,A150205,1
K983442,A090810,11
K933212,A24,1
K971842,A05,1
K971842,A24,1
K162443,A0401,1
K162443,A1410,1
K153487,A0501,3
K122545,A0406,1
K122545,A0413,1
K042126,A0501,2
K102159,A0404,4
K102159,A0401,12
K102159,,8
K102159,A180104,2
K102159,A040103,2
K102159,A0504,6
K102159,A0406,2
K062425,,6
K062425,A020102,2
K062425,A0401,8
K100433,A0302,54
K100433,A24,8
K954302,,4
K954302,A150202,1
K954302,A26,1
K954302,E2401,1
K954302,F24,1
K954302,A0401,3
K954302,A040101,1
K954302,A040103,3
K954302,A0203,1
K954302,A2303,1
K092508,,3
K092508,A150201,6
K042031,A05,1
K823451,A0504,18
K823451,,18
K953838,,49
K953838,A0504,25
K953838,A26,2
K953838,E2401,2
K953838,F24,2
K953838,A140801,1
K953838,A1405,1
K953838,A1204,2
K953838,A180104,2
K953838,A0402,1
K953838,A020602,3
K953838,A141102,1
K090555,,1
K090763,A26,126
K090763,E2401,126
K090763,F24,126
K090763,A27,12
K090763,F28,12
K090763,A1802,49
K090763,A0104,3
K090763,A040507,9
K090763,A051204,12
K090763,A24,30
K090763,A010103,3
K090763,A05,3
K090763,A051207,3
K090763,A2303,3
K090763,A18,3
K090763,A050701,3
K090763,,18
K090763,A051201,3
K090763,A1205,6
K090763,A150202,3
K090763,A040502,2
K090763,A010202,9
K090763,A0401,3
K090763,A0405,1
K090763,A150206,2
K090763,A0102,2
K090763,A040101,3
K090763,A210103,1
K090763,A010201,1
K090763,A010402,1
K090763,A0408,1
K983085,A020102,12
K983085,A140402,6
K110823,A24,16
K994267,A05,4
K130039,A0504,45
K130039,,21
K130039,A26,42
K130039,E2401,42
K130039,F24,42
K130039,A1203,3
K130039,A24,6
K130039,A1601,3
K041005,,24
K041005,A0401,24
K041005,A1203,6
K041005,A25,2
K041005,A24,10
K041005,A0504,14
K041005,A2303,2
K140526,A24,64
K140526,A0101,32
K140526,A0401,28
K140526,A26,12
K140526,E2401,12
K140526,F24,12
K140526,A1203,2
K140526,A040103,2
K140526,A051201,4
K140526,A0504,2
K140526,,8
K140526,A0404,6
K140526,A1205,2
K140526,A2303,4
K080964,A1203,4
K072232,A26,4
K072232,E2401,4
K072232,F24,4
K072232,A0404,1
K032431,A0504,5
K032431,,25
K032431,A090201,5
K032431,A1203,5
K082515,A0101,21
K082515,A26,91
K082515,E2401,91
K082515,F24,91
K082515,,14
K051187,A26,9
K051187,E2401,9
K051187,F24,9
K051187,A1402,1
K051187,A0101,2
K002277,A24,3
K002277,,18
K082414,,23
K082414,A24,1
K973966,A090810,2
K974634,A24,4
K081905,A1402,40
K081905,A140505,1
K072921,A1402,2
K072921,A0401,3
K072921,,4
K072921,A1406,1
K072921,A26,1
K072921,E2401,1
K072921,F24,1
K052117,A1402,6
K043244,,19
K133547,A24,6
K133547,A0401,44
K133547,A0504,2
K133547,A0101,2
K133547,,4
K133547,A0909,2
K133547,A26,4
K133547,E2401,4
K133547,F24,4
K133547,A150208,2
K131516,A26,2
K131516,E2401,2
K131516,F24,2
K131516,A0504,2
K060195,A0504,1
K080519,A0504,2
K080519,A24,3
K080519,A0404,1
K080519,,1
K080519,A0401,1
K080519,A030202,2
K080519,A1203,1
K042938,A24,4
K042938,A23,2
K042938,A1203,2
K042938,A26,2
K042938,E2401,2
K042938,F24,2
K042938,A0404,2
K042938,A25,2
K042938,,2
K990346,A020102,9
K990346,A24,20
K990346,A090809,72
K990346,,108
K990346,A26,14
K990346,E2401,14
K990346,F24,14
K990346,A08,27
K990346,A05,14
K990346,A090804,9
K990346,A090810,9
K100272,A1402,2
K100272,A24,2
K100272,A090206,2
K080179,A24,1
K080179,A1206,1
K080179,A26,1
K080179,E2401,1
K080179,F24,1
K090109,,3
K791307,,1
K791307,A1409,2
K070727,A24,47
K070727,A090809,3
K070727,A26,3
K070727,E2401,3
K070727,F24,3
K070727,A020102,2
K070727,A090810,12
K090330,A090810,1
K024098,,2
K024098,A090809,3
K024098,A090806,3
K024098,A090810,4
K962676,A0401,2
K962676,A051201,2
K962676,,1
K990214,A0401,25
K001284,A24,54
K001284,,135
K001284,A13,27
K033621,,475
K033621,A13,25
K033621,A210101,25
K971968,A0401,1
K971968,A0712,1
K113412,A24,448
K113412,A0401,28
K113412,A150103,28
K042539,A0104,8
K042539,A24,12
K042539,A150103,12
K042539,A0401,28
K042539,A27,2
K042539,F28,2
K042539,A020602,2
K042539,A0413,2
K050700,A24,1
K060279,A10,2
K060279,,6
K060279,A1001,1
K051052,,2
K051052,A24,1
K060390,,1
K113860,,2
K113860,A1003,5
K113860,A0902,1
K163684,A070912,4
K163684,A0204,4
K131523,A24,5
K131523,A25,3
K131523,A26,1
K131523,E2401,1
K131523,F24,1
K131523,A0101,2
K101333,A2303,2
K101333,A10,2
K101333,,2
K101333,A0203,2
K022077,A0405,8
K022077,A051201,8
K022077,A01,8
K022077,A26,24
K022077,E2401,24
K022077,F24,24
K022077,A040503,8
K022077,A24,8
K022077,A0501,8
K022077,A040101,8
K061434,A24,2
K061434,A26,2
K061434,E2401,2
K061434,F24,2
K964215,A0401,4
K043310,,6
K111520,A090201,1
K040904,A26,6
K040904,E2401,6
K040904,F24,6
K001808,A0401,2
K982102,A0412,1
K023318,A020102,18
K023318,A05,1
K023318,A1403,9
K023318,,6
K023318,A141401,1
K023318,A0507,1
K023318,A1402,2
K023318,A0401,2
K023318,A140502,1
K965240,A0504,7
K965240,,7
K951595,,1
K030966,A0401,1
K030966,,1
K171862,A040601,9
K171862,A040611,20
K171862,A040508,4
K171862,A150301,12
K171862,A040609,15
K171862,A24,10
K171862,A1502,3
K171862,A150208,3
K171862,A05,1
K171862,A0413,2
K171862,A0411,1
K171862,A0201,1
K152833,A1401,1
K152833,,1
K051067,A1401,4
K051067,A2303,1
K100712,A2101,11
K100712,A24,10
K100712,A020503,5
K100712,A0501,1
K103668,A0401,95
K060144,,1
K060144,A26,1
K060144,E2401,1
K060144,F24,1
K060144,A10,2
K060144,A180104,1
K081094,A040610,1
K071277,A090810,1
K060373,A090809,31
K060373,A090810,23
K060373,A090806,19
K081895,,14
K081895,A020102,24
K081895,A090809,8
K081895,A090810,2
K081895,A0801,2
K142749,,5
K142749,A0401,1
K142749,A0504,1
K140775,A180303,3
K140775,A0401,9
K140775,A1006,3
K140775,A1009,3
K140775,,12
K140775,A150207,6
K140775,A26,9
K140775,E2401,9
K140775,F24,9
K140775,A0504,3
K140775,A24,3
K140775,A0404,3
K140775,A0415,3
K140775,A150204,3
K053440,,1
K153530,,24
K153530,A150204,11
K153530,A12,1
K153530,A1401,12
K153530,A140902,4
K153530,A0412,1
K153530,A150206,3
K153530,A150205,2
K153530,A05,1
K153530,A24,13
K153530,A010402,1
K153530,A0401,1
K153530,A150201,1
K153530,A0405,1
K153530,A0203,1
K153530,A27,1
K153530,F28,1
K153530,A041001,2
K153530,A1502,1
K140110,A150204,9
K140110,,33
K140110,A0401,12
K140110,A1408,12
K140110,A0413,3
K061648,A24,2
K140763,A26,1
K140763,E2401,1
K140763,F24,1
K140763,A150208,1
K941750,A090402,102
K941750,A0401,48
K941750,,78
K941750,A050702,9
K941750,A0510,42
K941750,A24,6
K941750,A1006,9
K941750,A150208,9
K941750,A1205,3
K941750,A0501,3
K120814,A150201,3
K120814,A0413,1
K173087,A040101,17
K173087,A24,50
K173087,A2301,1
K002705,A26,35
K002705,E2401,35
K002705,F24,35
K002705,A180104,10
K002705,A1801,5
K002705,,5
K943181,,2
K092564,A07,12
K092564,,16
K103597,A1006,5
K103340,A26,4
K103340,E2401,4
K103340,F24,4
K052925,A26,2
K052925,E2401,2
K052925,F24,2
K962081,A24,2
K070414,A25,2
K070414,A1203,2
K070414,A24,4
K070414,A26,6
K070414,E2401,6
K070414,F24,6
K070414,A2303,2
K012091,A1205,1
K142187,A040101,1
K142187,A010201,1
K142187,A051204,1
K142187,A170101,1
K142187,A0401,1
K082996,,2
K070479,A040507,2
K170845,A040101,1
K161128,A020102,3
K161128,A160106,1
K100821,A26,24
K100821,E2401,24
K100821,F24,24
K100821,A24,8
K123878,A26,8
K123878,E2401,8
K123878,F24,8
K110647,A1601,414
K110647,A160106,12
K110647,A1413,12
K110647,,12
K110647,A26,12
K110647,E2401,12
K110647,F24,12
K110647,A0504,6
K110647,A0407,6
K110647,A040102,6
K102001,A1601,40
K102001,A160106,4
K102001,A0401,8
K102001,,4
K102001,A0504,4
K082426,A1601,24
K082426,A1205,4
K082211,A1601,3
K063740,A0909,1
K063740,A24,1
K111572,A1205,5
K111572,A27,10
K111572,F28,10
K111572,,5
K130728,A24,5
K130728,A051201,1
K130728,A0401,5
K130728,A010202,1
K130728,A040101,7
K130728,A1205,3
K130728,A26,8
K130728,E2401,8
K130728,F24,8
K130728,A27,2
K130728,F28,2
K130728,A0104,1
K130728,A18,1
K132365,A0413,6
K132365,,2
K071830,A051201,7
K071830,A24,4
K071830,A010101,1
K071830,A26,1
K071830,E2401,1
K071830,F24,1
K103233,A051201,1
K093644,A051201,1
K003016,A26,12
K003016,E2401,12
K003016,F24,12
K003016,A051201,4
K003016,A0401,13
K003016,A24,4
K910195,A1406,11
K910195,A1401,29
K910195,A0401,4
K910195,A0402,7
K910195,A150207,3
K910195,A0504,1
K910195,A140802,3
K910195,A140902,2
K910195,,3
K910195,A141101,2
K910195,A140803,1
K910195,A180303,1
K042514,A26,1
K042514,E2401,1
K042514,F24,1
K123164,A040101,3
K123164,A0104,8
K123164,A2303,6
K062623,,11
K062623,A0512,3
K141979,A090201,21
K133292,A2303,8
K002016,A090502,4
K041949,,17
K033737,A090208,19
K033737,A26,39
K033737,E2401,39
K033737,F24,39
K033737,A0708,20
K033737,A2303,20
K033737,A1009,6
K151000,,7
K151000,A13,4
K151000,A090204,1
K151000,A0512,1
K093514,A2303,6
K912120,A0401,1
K142922,A0411,833
K142922,A150205,11
K142922,,10
K142922,A1801,2
K142922,A24,2
K142922,A04,2
K142922,A0501,5
K142922,A090208,10
K142922,A0203,2
K142922,A1702,4
K142922,A150207,1
K142922,A0401,1
K142922,A051101,1
K142922,A150208,1
K142922,A12,1
K062137,A24,4
K071800,A26,4
K071800,E2401,4
K071800,F24,4
K071800,A24,4
K052795,A26,1
K052795,E2401,1
K052795,F24,1
K052795,,1
K052795,A0709,1
K042890,,8
K042890,A090803,13
K042890,A090201,1
K042890,A090810,1
K000723,A140505,3
K000723,A020102,50
K000723,A020602,9
K000723,A090805,24
K000723,A0204,9
K000723,A0411,8
K000723,A150206,20
K000723,A04,8
K000723,A010103,3
K000723,A0201,27
K000723,,3
K000723,A0203,3
K000723,A2305,3
K000723,A26,8
K000723,E2401,8
K000723,F24,8
K000723,A0101,8
K000723,A0415,6
K000723,A0202,8
K000723,A0401,3
K122078,A0412,3
K122078,A26,9
K122078,E2401,9
K122078,F24,9
K122078,A0201,6
K122078,A24,3
K973070,A0415,1
K973070,A180104,1
K082816,A1006,6
K082816,A1108,3
K131576,A090801,4
K131576,A24,4
K050438,A072102,12
K050438,A090201,12
K050438,A0401,85
K050438,A2201,6
K050438,A150207,6
K050438,,103
K050438,A051204,12
K050438,A27,13
K050438,F28,13
K050438,A1205,21
K050438,A090206,12
K050438,A05,25
K050438,A0803,73
K050438,A0406,25
K050438,A040507,9
K050438,A051207,4
K050438,A040103,10
K050438,A0502,4
K050438,A24,11
K050438,A04,236
K050438,A22,36
K050438,A040609,6
K050438,A0709,20
K050438,A19,4
K050438,A13,3
K050438,A09,8
K050438,A11,3
K050438,A23,7
K050438,A0902,6
K050438,A0405,1
K050438,A07,1
K050438,A0413,2
K050438,A0507,1
K050438,A051208,1
K050438,A0202,2
K050438,A040101,1
K050438,A0907,1
K011984,A0401,1
K011984,A140303,1
K011984,A0504,1
K160126,A0512,2
K110151,A24,35
K110151,A1005,18
K182796,A050702,18
K182796,A050701,22
K182796,A1501,3
K182796,A05,1
K182796,,2
K182796,A0406,8
K182796,A24,4
K182796,A150101,1
K182796,A1702,3
K182796,A0401,1
K182796,A150207,1
K970227,,112
K970227,A090803,21
K970227,A090810,35
K970227,A090804,7
K970227,A24,10
K970227,A090809,23
K970227,A26,6
K970227,E2401,6
K970227,F24,6
K012077,A0302,62
K012077,A26,2
K012077,E2401,2
K012077,F24,2
K012077,A090803,2
K012077,,2
K934631,A090406,1
K934631,A24,3
K934631,A020102,1
K934631,A09,1
K934631,A0504,2
K934631,A26,2
K934631,E2401,2
K934631,F24,2
K934631,A0203,1
K030381,A12,1
K030381,,1
K870562,A24,1
K883743,A0405,1
K883743,A070908,1
